name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area
Hansee Hall,20,30922346,,university,,,"POLYGON ((-122.3068958 47.6610356, -122.3068959 47.661088, -122.3067497 47.6610881, -122.3067495 47.66099, -122.306655 47.66099, -122.306655 47.6609575, -122.3066423 47.6609509, -122.3066439 47.6609215, -122.3066568 47.6609135, -122.3066567 47.6608908, -122.306625 47.6608909, -122.306625 47.6608996, -122.3066175 47.6609048, -122.3065944 47.6609051, -122.3065866 47.6609001, -122.3065519 47.6609002, -122.3065519 47.6608911, -122.3065447 47.6608911, -122.3064981 47.6608911, -122.3063907 47.6608908, -122.3063906 47.6609102, -122.3064073 47.6609185, -122.3064074 47.6609486, -122.3063938 47.660958, -122.306394 47.6610018, -122.3062998 47.661002, -122.3063 47.6610228, -122.3063001 47.6610443, -122.3063003 47.6610857, -122.3062592 47.6610858, -122.3062018 47.6610859, -122.3061547 47.6610859, -122.3061547 47.6610532, -122.3061547 47.6610329, -122.3061076 47.6610329, -122.3060728 47.6610329, -122.3060379 47.6610329, -122.3060011 47.661033, -122.3059625 47.6610331, -122.305925 47.6610331, -122.3058754 47.6610332, -122.3058753 47.6610009, -122.3058752 47.6609763, -122.3058751 47.6609589, -122.3058751 47.6609345, -122.3059223 47.6609344, -122.3059528 47.6609345, -122.305964 47.6609345, -122.3061036 47.6609345, -122.3061036 47.6609142, -122.3061199 47.6609142, -122.306157 47.6609144, -122.3061575 47.6608477, -122.3061355 47.6608394, -122.3061356 47.6608105, -122.3061556 47.6608014, -122.3061558 47.6607871, -122.3061361 47.6607801, -122.3061367 47.6607538, -122.3061561 47.6607436, -122.306156 47.6606763, -122.3061195 47.6606763, -122.3060998 47.6606764, -122.3060998 47.6606569, -122.3059538 47.6606571, -122.3059024 47.6606572, -122.3059022 47.6605592, -122.3059742 47.6605591, -122.306156 47.6605588, -122.3061558 47.660502, -122.3061557 47.660477, -122.3063709 47.6604769, -122.306371 47.6605742, -122.3063002 47.6605742, -122.3063002 47.6606361, -122.3063003 47.6606772, -122.3063935 47.6606771, -122.3063936 47.6607113, -122.3064092 47.660719, -122.3064088 47.660751, -122.3063942 47.6607608, -122.3063942 47.6607824, -122.3064578 47.6607824, -122.3064982 47.6607823, -122.3065256 47.6607823, -122.3065548 47.6607821, -122.3066549 47.6607816, -122.3066546 47.6607606, -122.3066435 47.6607537, -122.3066429 47.6607206, -122.3066539 47.6607124, -122.3066537 47.6606799, -122.3067549 47.6606796, -122.3067546 47.6606323, -122.3067544 47.660574, -122.3066761 47.6605741, -122.3066758 47.6604802, -122.3068901 47.6604799, -122.3068902 47.6604922, -122.3068897 47.6605605, -122.3071807 47.6605614, -122.3071801 47.6606551, -122.3071277 47.660655, -122.3069441 47.6606544, -122.3069439 47.6606755, -122.3069346 47.6606755, -122.3068971 47.6606753, -122.3068965 47.6607402, -122.3069158 47.6607502, -122.3069152 47.660777, -122.3068947 47.6607861, -122.3068952 47.6607962, -122.3069164 47.6608088, -122.3069154 47.6608345, -122.3068952 47.6608457, -122.3068952 47.6609148, -122.3069381 47.6609148, -122.3069518 47.6609148, -122.3069518 47.6609322, -122.3071338 47.6609324, -122.3071748 47.6609324, -122.3071749 47.6610355, -122.3068958 47.6610356))",POINT (-122.3065296537206 47.66079295000126),3300.8
Parrington Hall,21,30922695,,university,,,"POLYGON ((-122.3101487 47.6575779, -122.3101079 47.6575935, -122.3100611 47.6575957, -122.3100175 47.657584, -122.3099856 47.6575608, -122.3099718 47.6575306, -122.3099787 47.6574993, -122.3100051 47.6574732, -122.3100667 47.657433, -122.3100425 47.6574173, -122.3101535 47.6573409, -122.3102915 47.657246, -122.3103209 47.6572634, -122.3104141 47.6572103, -122.3104666 47.6572022, -122.3105178 47.6572134, -122.3105533 47.6572407, -122.3105631 47.6572764, -122.3105443 47.6573104, -122.310471 47.6573636, -122.3104911 47.6573785, -122.3104253 47.6574229, -122.3104535 47.6574412, -122.3104728 47.6574276, -122.3106659 47.6575594, -122.310581 47.657618, -122.3105001 47.6576739, -122.3103064 47.6575409, -122.3103297 47.6575273, -122.3102989 47.6575091, -122.3102318 47.6575517, -122.3102142 47.6575359, -122.3101487 47.6575779))",POINT (-122.3103283184922 47.65744207662387),1363.0
Johnson Hall,22,30922712,,university,,,"POLYGON ((-122.3091071 47.6541144, -122.3090548 47.6540397, -122.3089857 47.653941, -122.3089369 47.6539565, -122.3089316 47.653949, -122.3088413 47.6539777, -122.3088169 47.6539854, -122.308822 47.6539927, -122.3087707 47.654009, -122.3087849 47.6540293, -122.3087923 47.6540269, -122.3088356 47.6540887, -122.3087587 47.6541131, -122.3084794 47.6542018, -122.3084983 47.6542288, -122.3084874 47.6542322, -122.3085173 47.6542749, -122.3085446 47.654314, -122.3085359 47.6543167, -122.3085712 47.6543671, -122.3085989 47.6544067, -122.3085837 47.6544116, -122.3086335 47.6544827, -122.3086455 47.6544789, -122.3087969 47.6546953, -122.3087836 47.6546996, -122.3088677 47.6548197, -122.3088786 47.6548162, -122.308925 47.6548825, -122.3089337 47.6548797, -122.3089402 47.654889, -122.3089891 47.6548735, -122.3090008 47.6548902, -122.3090206 47.6548839, -122.3090232 47.6548877, -122.30903 47.6548855, -122.3090329 47.6548896, -122.3090402 47.6548873, -122.3090374 47.6548832, -122.3090685 47.6548733, -122.3090987 47.6548637, -122.3091015 47.6548678, -122.3091083 47.6548657, -122.3091054 47.6548616, -122.3091147 47.6548587, -122.309112 47.6548549, -122.3091318 47.6548486, -122.30912 47.6548318, -122.3093717 47.6547519, -122.3092915 47.6546374, -122.3092843 47.6546271, -122.3091037 47.6546844, -122.3090885 47.6546626, -122.3090826 47.6546645, -122.3090792 47.6546596, -122.3090724 47.6546617, -122.3088823 47.65439, -122.3088923 47.6543868, -122.3088335 47.6543027, -122.3088234 47.6543059, -122.3088202 47.6543013, -122.3087981 47.6543083, -122.3087948 47.6543037, -122.3087854 47.6543067, -122.308777 47.6542948, -122.308755 47.6542633, -122.3091283 47.6541448, -122.3091071 47.6541144))",POINT (-122.3088841744464 47.65444218029739),2586.5
Atmospheric Sciences Building,23,30922739,,university,,,"POLYGON ((-122.3090548 47.6540397, -122.3091226 47.654018, -122.3091489 47.6540096, -122.309124 47.6539737, -122.3094102 47.6538832, -122.3093966 47.6538636, -122.3094449 47.6538483, -122.3094945 47.6538326, -122.3095097 47.6538547, -122.3095542 47.6538406, -122.3095941 47.6538983, -122.3096054 47.6538948, -122.3096842 47.6540085, -122.3095253 47.6540588, -122.309493 47.6540122, -122.3093958 47.6540429, -122.3092901 47.6540764, -122.3092978 47.6540876, -122.3092169 47.6541132, -122.3092282 47.6541295, -122.3091677 47.6541486, -122.3091375 47.654105, -122.3091071 47.6541144, -122.3090548 47.6540397))",POINT (-122.3093740682892 47.65398601079853),764.9
More Hall,24,30922760,,university,,,"POLYGON ((-122.3051754 47.6525732, -122.3051816 47.6525685, -122.3052692 47.6525013, -122.3053137 47.6525276, -122.3052986 47.6525392, -122.3054141 47.6526076, -122.3053228 47.6526776, -122.3054251 47.6527381, -122.3052673 47.6528591, -122.3051277 47.6527765, -122.3051039 47.6527624, -122.3050841 47.6527776, -122.3050262 47.6527433, -122.305015 47.652752, -122.3049954 47.6527404, -122.3049516 47.6527145, -122.3049585 47.6527093, -122.3045849 47.6524882, -122.304564 47.6525042, -122.3042726 47.6523318, -122.3043445 47.6522767, -122.3044963 47.6521602, -122.3044997 47.6521622, -122.304552 47.6521221, -122.3048121 47.652276, -122.304761 47.6523151, -122.3047642 47.652317, -122.3047547 47.6523242, -122.3051754 47.6525732))",POINT (-122.3048552190701 47.65249443881358),2436.7
Mechanical Engineering Building,25,30924632,,university,,,"POLYGON ((-122.3041958 47.6533219, -122.3046579 47.6533304, -122.3046583 47.6533215, -122.3046926 47.6533221, -122.3047312 47.6533228, -122.3047297 47.6533604, -122.3047517 47.6533609, -122.3047524 47.6533453, -122.3047906 47.653346, -122.3048274 47.6533467, -122.3048267 47.6533624, -122.3050032 47.6533658, -122.3049963 47.6535289, -122.3049368 47.6535277, -122.3049178 47.6539822, -122.3049151 47.6540571, -122.3047482 47.6540545, -122.3045758 47.6540514, -122.3045762 47.6540416, -122.3045843 47.6538406, -122.3045872 47.6537696, -122.3045939 47.6536057, -122.3046007 47.6534378, -122.304571 47.6534372, -122.3044667 47.6534353, -122.3041914 47.6534302, -122.3041922 47.6534108, -122.3041958 47.6533219))",POINT (-122.3047109072471 47.65364309143008),2460.7
Chemistry Building,26,30924790,,university,,,"POLYGON ((-122.3083578 47.6532656, -122.3083229 47.6532154, -122.3083083 47.6531934, -122.3082839 47.6531612, -122.308247 47.6531649, -122.3082313 47.6531823, -122.3082394 47.6531934, -122.3080432 47.6532513, -122.3079649 47.6531249, -122.3080954 47.653087, -122.3081128 47.6530734, -122.3080865 47.6530663, -122.3082753 47.6527479, -122.3083045 47.6527558, -122.3083155 47.6527372, -122.308261 47.652666, -122.3085428 47.6525747, -122.308574 47.6526181, -122.3085806 47.6526033, -122.308662 47.6525909, -122.3087438 47.6527048, -122.3084817 47.6527874, -122.308472 47.6528047, -122.3086414 47.6528287, -122.3086202 47.6528727, -122.3084864 47.65315, -122.3084597 47.653144, -122.3084503 47.6531694, -122.3084447 47.653178, -122.3084683 47.6532221, -122.3083578 47.6532656))",POINT (-122.3083692264362 47.65292919766051),2106.7
Guggenheim Hall,27,30924849,,university,,,"POLYGON ((-122.3061073 47.6540864, -122.30642 47.6539873, -122.3064549 47.6540372, -122.3064919 47.6540901, -122.3064578 47.6541009, -122.3065116 47.6541779, -122.3065441 47.6541676, -122.3065686 47.6542028, -122.306589 47.654232, -122.3065567 47.6542423, -122.3066164 47.6543276, -122.3066401 47.6543201, -122.3066616 47.654351, -122.3066434 47.6543567, -122.3066833 47.6544139, -122.306398 47.6545043, -122.3063738 47.6544659, -122.3063464 47.6544304, -122.3062999 47.6544452, -122.3062894 47.6544301, -122.3062794 47.6544159, -122.3062215 47.6544343, -122.3061531 47.6544559, -122.3061244 47.654465, -122.3059802 47.6542585, -122.3060162 47.6542471, -122.3060836 47.6542257, -122.3061019 47.6542199, -122.306082 47.6541915, -122.3061369 47.6541741, -122.3061094 47.6541348, -122.3061354 47.6541265, -122.3061073 47.6540864))",POINT (-122.3063323454875 47.65426624321288),1728.4
Guggenheim Annex,28,30924855,,university,,,"POLYGON ((-122.3066357 47.6545852, -122.3062814 47.6546976, -122.3062072 47.6545908, -122.3065615 47.6544784, -122.306587 47.6545151, -122.3066357 47.6545852))",POINT (-122.3064214504878 47.65458799982613),385.4
Kirsten Wind Tunnel,29,30924877,,university,,,"POLYGON ((-122.3058634 47.6542352, -122.3058938 47.6542793, -122.3060467 47.6545015, -122.3060729 47.6545396, -122.3058342 47.6546145, -122.3058067 47.6545745, -122.3056716 47.6543782, -122.3056396 47.6543882, -122.3056104 47.6543458, -122.3056334 47.6543386, -122.3056157 47.654313, -122.3057229 47.6542793, -122.3058634 47.6542352))",POINT (-122.3058443506093 47.65442338744349),753.4
Aerospace Engineering and Research Building (AERB),30,30924926,,university,,,"POLYGON ((-122.3058813 47.6537684, -122.3059138 47.6538189, -122.3058808 47.6538285, -122.3058959 47.6538519, -122.3059447 47.6538376, -122.3059889 47.6539062, -122.3060462 47.6539949, -122.3060816 47.6540497, -122.3058462 47.6541187, -122.3058347 47.6541009, -122.3058178 47.6541059, -122.3058454 47.6541488, -122.3058059 47.6541603, -122.3057696 47.654104, -122.3057734 47.6541029, -122.3057654 47.6540905, -122.3057571 47.6540776, -122.3056801 47.6541002, -122.3056349 47.6540302, -122.3055832 47.6539499, -122.305645 47.6539317, -122.3056202 47.6538932, -122.3055939 47.6538526, -122.3056864 47.6538255, -122.3058813 47.6537684))",POINT (-122.3058192975587 47.6539606488239),932.8
Hughes Penthouse Theater,31,30925209,,theatre,,,"POLYGON ((-122.3082782 47.6605939, -122.3083609 47.6607016, -122.3082985 47.6607233, -122.3082902 47.6607554, -122.3082702 47.6607861, -122.3082405 47.6608111, -122.3081995 47.6608297, -122.30815 47.6608418, -122.3081003 47.6608412, -122.3080561 47.6608356, -122.3080141 47.6608235, -122.3079548 47.6608439, -122.3078752 47.6607386, -122.3079395 47.6607165, -122.3078974 47.6606608, -122.3079709 47.6606356, -122.3079902 47.6606201, -122.3080207 47.6606044, -122.3080512 47.6605949, -122.3080805 47.6605931, -122.3080812 47.6605986, -122.3081287 47.6605957, -122.3081593 47.660585, -122.3081702 47.6605993, -122.3081978 47.6605897, -122.3082172 47.6606151, -122.3082782 47.6605939))",POINT (-122.3081122722853 47.66071549400801),727.0
Hitchcock Hall,32,37119927,,university,,,"POLYGON ((-122.311133 47.6519919, -122.3113081 47.6518259, -122.3113122 47.6518219, -122.3113168 47.6518176, -122.3115144 47.6516302, -122.3118974 47.6518135, -122.311624 47.6520728, -122.311516 47.6521752, -122.311133 47.6519919))",POINT (-122.3115152097504 47.65190270323335),1739.7
William H. Foege Genome Sciences Building,33,37119928,,university,,,"POLYGON ((-122.3129989 47.6523104, -122.3125811 47.6526981, -122.3125065 47.6526623, -122.3124919 47.6526738, -122.3125329 47.6526963, -122.3124457 47.6527739, -122.3121913 47.6526457, -122.3122372 47.6526006, -122.3121732 47.6525677, -122.3123877 47.6523763, -122.3123682 47.6523659, -122.3124695 47.6522609, -122.3124961 47.6522114, -122.3125344 47.6522317, -122.3126396 47.6521343, -122.3126609 47.6521423, -122.3126864 47.6521178, -122.3129373 47.6518768, -122.3129631 47.6518858, -122.3130101 47.6518413, -122.3129886 47.651828, -122.3131964 47.6516445, -122.3132284 47.6516612, -122.3132417 47.6516486, -122.313313 47.6515807, -122.3133752 47.6514857, -122.3135355 47.6515156, -122.3135244 47.6515863, -122.313534 47.6516774, -122.3134919 47.6516779, -122.3135822 47.6517656, -122.3134743 47.6518571, -122.3134948 47.6518677, -122.3130881 47.6522433, -122.3130249 47.6522098, -122.3129656 47.6522624, -122.3129437 47.6522819, -122.3129989 47.6523104))",POINT (-122.3128982143832 47.65215068233804),4817.7
,34,39904828,,retail,,,"POLYGON ((-122.2968931 47.6626544, -122.2961232 47.6626546, -122.2961232 47.6627033, -122.2959897 47.6627033, -122.2959362 47.6626525, -122.2957677 47.6626526, -122.2957676 47.6623619, -122.2958881 47.6623619, -122.295888 47.66231, -122.2959759 47.66231, -122.2959758 47.6621933, -122.2959352 47.6621933, -122.2959352 47.662117, -122.2958857 47.662117, -122.2958856 47.6618884, -122.2956906 47.6618884, -122.2956918 47.6615566, -122.29602 47.6615556, -122.2960227 47.6618252, -122.2960848 47.6618259, -122.2961054 47.661804, -122.296266 47.6618031, -122.296266 47.6618196, -122.296871 47.6618194, -122.2968712 47.6622453, -122.2968929 47.6622453, -122.2968931 47.6626544))",POINT (-122.2963117205686 47.66219632253486),8027.2
University of Washington Plant Services Building,35,39904833,,university,,,"POLYGON ((-122.3011856 47.6613433, -122.3017683 47.6613344, -122.3017742 47.6615105, -122.3018088 47.6615099, -122.3018468 47.6626496, -122.3018008 47.6626503, -122.3018011 47.6626589, -122.3012126 47.6626653, -122.3011856 47.6613433))",POINT (-122.3015100439618 47.66200722022862),6859.5
,36,39904844,,yes,,,"POLYGON ((-122.3000009 47.6624033, -122.3000272 47.6624031, -122.3000267 47.6623541, -122.2999952 47.6623543, -122.2999951 47.6623396, -122.2999778 47.6623397, -122.2999769 47.6622515, -122.2999924 47.6622514, -122.2999923 47.662241, -122.3000285 47.6622409, -122.3000271 47.6620977, -122.2999957 47.6620978, -122.2999949 47.6620161, -122.3000323 47.6620159, -122.30003 47.6617843, -122.3001747 47.6617836, -122.3001745 47.6617642, -122.3002394 47.6617639, -122.3002396 47.6617818, -122.3004443 47.6617808, -122.3004438 47.6617297, -122.3005176 47.6617294, -122.3005183 47.6617869, -122.3007478 47.6617858, -122.3007501 47.6620131, -122.3004489 47.6620145, -122.3004491 47.6620327, -122.3004758 47.6620326, -122.3004781 47.6622525, -122.3004937 47.6622524, -122.3004946 47.6623355, -122.300479 47.6623356, -122.3004828 47.6625781, -122.3005479 47.6625778, -122.3005475 47.6625876, -122.3006624 47.662588, -122.3007559 47.662588, -122.3007545 47.6627784, -122.3001717 47.6627827, -122.3000048 47.6627834, -122.3000009 47.6624033))",POINT (-122.3003188644276 47.66227923571748),4912.1
Bank of America,37,49533039,,bank,,,"POLYGON ((-122.3132178 47.6636286, -122.3132178 47.6632231, -122.3132404 47.6632103, -122.3133248 47.6632103, -122.3133248 47.6632393, -122.3134883 47.6632393, -122.3134883 47.6632103, -122.3135521 47.6632103, -122.3135521 47.6632406, -122.3136353 47.6632406, -122.3136353 47.6636286, -122.3132178 47.6636286))",POINT (-122.3134247713785 47.66342807050103),1395.4
Architecture Hall,38,49888203,,university,,,"POLYGON ((-122.311273 47.6545, -122.3112704 47.654684, -122.310998 47.6546822, -122.3109984 47.6546504, -122.3109639 47.6546502, -122.31096 47.6548248, -122.3106896 47.654822, -122.3106933 47.6546593, -122.3106547 47.654659, -122.3106557 47.6545908, -122.3106569 47.6545084, -122.3106967 47.6545086, -122.3107004 47.6543478, -122.3109707 47.6543506, -122.3109666 47.6545308, -122.3110001 47.6545311, -122.3110006 47.6544982, -122.311273 47.6545))",POINT (-122.3109098604388 47.6545875950512),1571.7
Guthrie Hall,39,49888205,,university,,,"POLYGON ((-122.3111388 47.6541273, -122.3106519 47.6541259, -122.3106521 47.6541025, -122.3106216 47.6541024, -122.3106225 47.6539448, -122.3106226 47.6539341, -122.3105831 47.6539339, -122.3105836 47.6538441, -122.3107233 47.6538445, -122.3107236 47.6537981, -122.311096 47.6537992, -122.3110956 47.6538562, -122.3111232 47.6538563, -122.3111232 47.6538477, -122.3112164 47.653848, -122.3112159 47.6539179, -122.3111776 47.6539178, -122.3111776 47.653928, -122.3111763 47.6541141, -122.3111388 47.654114, -122.3111388 47.6541273))",POINT (-122.3108990729499 47.6539658472147),1486.7
Guthrie Annex 4,40,49888209,,university,,,"POLYGON ((-122.3111856 47.654777, -122.3111826 47.654981, -122.3111603 47.6549809, -122.31116 47.6549999, -122.3110837 47.6549994, -122.3110839 47.6549815, -122.3109945 47.6549809, -122.3109949 47.6549554, -122.3108162 47.6549542, -122.3108174 47.654872, -122.3109859 47.6548731, -122.3109862 47.6548538, -122.3110638 47.6548543, -122.3110649 47.6547762, -122.3111856 47.654777))",POINT (-122.3110422846886 47.65489901150703),413.6
Physics / Astronomy Building,41,50191487,,university,,,"POLYGON ((-122.3109402 47.6535067, -122.3114707 47.6535109, -122.3116916 47.6535127, -122.3116927 47.6534521, -122.3116852 47.6534521, -122.3116389 47.6534517, -122.3116395 47.6534204, -122.3116408 47.6533419, -122.3116422 47.6532626, -122.3116428 47.6532315, -122.3116892 47.6532318, -122.3117264 47.6532321, -122.311952 47.6532339, -122.31197 47.6532341, -122.3119695 47.6532653, -122.3119661 47.6534543, -122.3119199 47.6534539, -122.3117987 47.653453, -122.3117976 47.6535137, -122.3118447 47.6535141, -122.3118436 47.6535752, -122.3118426 47.6536308, -122.311841 47.6537186, -122.3114614 47.6537155, -122.3107659 47.6537099, -122.3107674 47.6536221, -122.3107684 47.6535666, -122.3107695 47.6535053, -122.3108595 47.653506, -122.310867 47.6534992, -122.310877 47.6534941, -122.3108886 47.6534909, -122.3109011 47.6534901, -122.310913 47.6534914, -122.310924 47.6534948, -122.3109333 47.6535, -122.3109402 47.6535067))",POINT (-122.3114336362636 47.6535440438257),2499.2
Physics/Astronomy Auditorium,42,50191488,,university,,,"POLYGON ((-122.3109477 47.6531959, -122.3109275 47.6531563, -122.3110166 47.6531329, -122.3114206 47.6527635, -122.3113282 47.6527176, -122.3112353 47.6526715, -122.3112431 47.6526644, -122.311152 47.6526192, -122.3110963 47.6526702, -122.3111168 47.6526803, -122.3107819 47.6529865, -122.3105888 47.6530286, -122.3106456 47.6531824, -122.310706 47.6532812, -122.3108287 47.6532464, -122.3109143 47.6532253, -122.3109553 47.6532133, -122.3109477 47.6531959))",POINT (-122.3109902754198 47.65296180307763),1821.5
John M. Wallace Hall,43,50191491,,university,,,"POLYGON ((-122.3147212 47.6527733, -122.3148381 47.6527741, -122.3150267 47.6527755, -122.3150228 47.6530167, -122.3150181 47.6533054, -122.3147126 47.6533032, -122.3147154 47.6531341, -122.3147157 47.6531184, -122.3147212 47.6527733))",POINT (-122.3148696753591 47.65303933820048),1351.1
W35,44,50191492,,parking,,,"POLYGON ((-122.3150312 47.6534288, -122.3154659 47.653432, -122.3154765 47.6527749, -122.3150419 47.6527717, -122.3150312 47.6534288))",POINT (-122.3152538747553 47.65310186259646),2383.9
Benson Hall,45,50191493,,university,,,"POLYGON ((-122.3094402 47.6532653, -122.3093868 47.6531888, -122.3092293 47.652963, -122.3094554 47.6528914, -122.3096748 47.652822, -122.3097336 47.6529063, -122.3098378 47.6530557, -122.3098206 47.6530611, -122.3098685 47.6531298, -122.3094402 47.6532653))",POINT (-122.3095548777402 47.65304322145383),1360.3
Gould Hall,46,50191495,,yes,,,"POLYGON ((-122.3125078 47.6546796, -122.312733 47.6546806, -122.3127333 47.654648, -122.3128028 47.6546482, -122.3128025 47.6546825, -122.312968 47.6546831, -122.3129673 47.654775, -122.3130418 47.6547753, -122.3130417 47.6547961, -122.3131086 47.6547963, -122.3131082 47.6548857, -122.3131428 47.6548857, -122.3131423 47.6550274, -122.3131088 47.6550274, -122.3131086 47.6551103, -122.3130255 47.6551102, -122.3130255 47.6551275, -122.3129917 47.6551275, -122.3129609 47.6551275, -122.312961 47.6551069, -122.3129338 47.6551069, -122.3129338 47.6551271, -122.312736 47.655127, -122.3125175 47.6551261, -122.3125177 47.6551004, -122.3124997 47.6551003, -122.3124995 47.6551222, -122.3124674 47.6551221, -122.3124411 47.6551219, -122.3124414 47.6550982, -122.3123543 47.6550975, -122.3123556 47.6550147, -122.3123268 47.6550145, -122.3123289 47.654873, -122.312365 47.6548733, -122.3123662 47.6547827, -122.3124383 47.6547831, -122.3124385 47.6547656, -122.3125069 47.654766, -122.3125078 47.6546796))",POINT (-122.3127350971703 47.65491639253197),2601.2
The Church of Jesus Christ of Latter-day Saints,47,50191498,,place_of_worship,,,"POLYGON ((-122.3123562 47.6539211, -122.3126921 47.6539238, -122.3126882 47.6541378, -122.3125026 47.6541363, -122.3125021 47.6541604, -122.312457 47.65416, -122.3124569 47.6541679, -122.3124163 47.6541675, -122.3124164 47.6541613, -122.3123348 47.6541607, -122.312337 47.6540389, -122.3123437 47.654039, -122.3123453 47.6539444, -122.3123558 47.6539445, -122.3123562 47.6539211))",POINT (-122.3125104999453 47.654036961572),659.3
Central Plaza Garage,48,50779390,,parking,,,"POLYGON ((-122.3110974 47.6564677, -122.3112666 47.6564685, -122.3112767 47.6554496, -122.3111413 47.6554489, -122.3109088 47.6554479, -122.3109035 47.6559885, -122.3101221 47.6559849, -122.3101265 47.6555407, -122.3099899 47.6555401, -122.3090714 47.6555359, -122.3087738 47.6555346, -122.3087672 47.656173, -122.3109277 47.6561828, -122.3109226 47.6563955, -122.3109251 47.6564669, -122.3110974 47.6564677))",POINT (-122.3100009272546 47.65590684593231),11544.5
,49,52136489,,commercial,,,"POLYGON ((-122.3125738 47.662801, -122.3125719 47.6630162, -122.3129775 47.6630164, -122.3129786 47.6627998, -122.3125738 47.662801))",POINT (-122.3127756688659 47.66290838568337),730.0
,50,52136490,,commercial,,,"POLYGON ((-122.3129796 47.662576, -122.3125726 47.6625718, -122.3125683 47.6627914, -122.3129778 47.6627921, -122.3129796 47.662576))",POINT (-122.3127740245952 47.66268293068853),742.2
University Presbyterian Church,51,52136493,,place_of_worship,,,"POLYGON ((-122.3118515 47.6624255, -122.3118403 47.6627981, -122.3118594 47.6627978, -122.3118602 47.6628582, -122.3117563 47.6628589, -122.3117584 47.6629917, -122.3114492 47.6629902, -122.3114502 47.6628793, -122.3113776 47.6628766, -122.3113743 47.6630004, -122.3111976 47.6629958, -122.3112037 47.6628659, -122.3110272 47.6628617, -122.3110037 47.6628528, -122.3110072 47.66269, -122.3110305 47.6626897, -122.3110305 47.6624492, -122.3114566 47.6624534, -122.311455 47.6624263, -122.3114668 47.6624262, -122.3114679 47.6622733, -122.3114497 47.6622735, -122.311455 47.6621705, -122.3117951 47.6621729, -122.3117952 47.6622746, -122.3117761 47.6622755, -122.3117748 47.6624234, -122.3118515 47.6624255))",POINT (-122.3114754611558 47.66262897048398),4143.5
West Parking Lot,52,52136645,,parking,,,"POLYGON ((-122.3121008 47.6623262, -122.3120923 47.6623916, -122.3120968 47.662763, -122.3124857 47.6627688, -122.312482 47.6624767, -122.3124383 47.6624765, -122.3124397 47.6623277, -122.3121008 47.6623262))",POINT (-122.3122826593831 47.66255232132257),1368.8
,53,52136657,,parking,,,"POLYGON ((-122.3141132 47.6621983, -122.3137295 47.6621963, -122.3137243 47.6626606, -122.3141079 47.6626625, -122.3141132 47.6621983))",POINT (-122.3139187182642 47.66242941476768),1486.3
,54,52136672,,parking,,,"POLYGON ((-122.3118152 47.6613898, -122.3114893 47.6613767, -122.3114612 47.6615587, -122.3114632 47.661789, -122.3118695 47.6617917, -122.3118152 47.6613898))",POINT (-122.3116544448327 47.66159383289738),1271.3
,55,52137281,,parking,,,"POLYGON ((-122.3107103 47.6617964, -122.3103327 47.6617961, -122.3103323 47.6621095, -122.3107099 47.6621097, -122.3107103 47.6617964))",POINT (-122.310521289958 47.66195292498453),987.3
Bloedel Hall,56,52325618,,university,,,"POLYGON ((-122.3081739 47.6514172, -122.3077742 47.6515424, -122.3076271 47.6513292, -122.3074758 47.6513766, -122.3073278 47.6514229, -122.3071327 47.6511403, -122.3075309 47.6510155, -122.307675 47.6512243, -122.3079757 47.6511301, -122.3081739 47.6514172))",POINT (-122.3076544155918 47.65127835253147),2233.1
Anderson Hall,57,52325619,,university,,,"POLYGON ((-122.3077587 47.6516795, -122.3077545 47.651641, -122.3079072 47.6516333, -122.3079281 47.651822, -122.3077805 47.6518294, -122.3077786 47.6518124, -122.3075976 47.6518215, -122.3074477 47.6518291, -122.3074497 47.651847, -122.3072912 47.651855, -122.3072706 47.6516695, -122.3074252 47.6516617, -122.3074291 47.6516962, -122.3075455 47.6516903, -122.3077202 47.6516815, -122.3077587 47.6516795))",POINT (-122.3076004733557 47.65174900830745),850.7
